,userid,age,gender,ope,con,ext,agr,neu
1416,a48c580d10ad37a631103dfc797a8d74,20.0,0.0,3.85,2.68,2.15,3.4,2.8
1417,0ddb9abd6eae2d87c21de881d0109b74,21.0,0.0,4.0,3.0,4.7,3.65,2.0
1418,4f2118e2b0c12f05a8255d3dd20a273f,21.0,1.0,3.95,4.45,3.7,3.35,3.9
1419,35cc88028963de2c1af3abf604078983,21.0,1.0,3.9,3.7,4.4,3.45,3.2
1420,c01482b82c306b4d31e6982a0f062a3a,22.0,0.0,3.85,3.05,4.85,3.25,1.4
1421,e5398ae09c28284b8a3be2fbc0ee6c29,28.0,0.0,4.75,4.3,4.35,3.25,2.15
1422,10dbd8203fb8a0699c2104487c7ed400,27.0,1.0,3.88,4.25,3.5,3.5,3.0
1423,70beeb13540217c7b6564aceb58ace21,25.0,1.0,4.0,3.05,4.21,3.9,3.2
1424,0c7e23eb1b960e94baf48f67a1f8bf6b,57.0,0.0,4.33,4.67,4.33,4.17,1.5
1425,e2063f181a5dbe6ad2670b02225ba501,16.0,1.0,3.68,2.7,2.25,3.37,3.85
1426,0a5085e272e1bdaadbdb588e78c130d4,19.0,0.0,3.75,3.25,4.5,3.5,2.75
1427,5c12a81cfcc7c23c9f4df6de28bcefb5,20.0,0.0,3.2,2.5,3.15,3.7,3.05
1428,0afb02066499dc1c9c63064cce1fd94b,19.0,1.0,4.5,3.13,3.25,4.25,2.88
1429,f05f3b8dd36194dba909b6c05cbab0c6,21.0,1.0,4.7,3.25,4.85,4.15,2.7
1430,9a019675f67bed252995a5d3c29fce75,35.0,0.0,4.3,4.85,3.7,3.75,3.3
1431,0ff555320d92bef05c0817b7fd3bd24a,19.0,0.0,4.25,2.25,3.25,3.0,4.0
1432,4124442ab6871080c0dc924fbc3e4c28,20.0,0.0,4.45,4.05,4.0,3.45,2.65
1433,0368f14f188f854d4f7c20cba1b88504,25.0,1.0,2.3,3.3,2.5,3.8,4.0
1434,04bada8c45bb8a047182c0aa48548f76,42.0,0.0,4.25,3.5,2.75,4.75,1.75
1435,dce1ea87309b49a1cc8f8b0948023eef,41.0,0.0,3.65,4.45,4.55,4.0,2.42
1436,a1c011c832cd5614c0aa3c4d764e3850,46.0,1.0,4.8,4.2,2.6,3.85,2.2
1437,2139f869a5ab1331a6eca5e3ed9d7ac9,24.0,1.0,3.67,3.75,4.0,3.75,2.25
1438,fbbd7deddbe50af963bddf20783a8153,27.0,0.0,3.8,3.95,3.65,4.3,1.4
1439,7656dac349d91e6b3d0ac585bc754523,18.0,1.0,3.8,2.9,4.3,3.9,3.55
1440,a130a9b090ee54177445f25f80c3ae12,20.0,0.0,3.9,3.05,3.9,4.0,2.25
1441,b64a4e499d80bb3ebb91c5394164c6a0,20.0,1.0,2.55,3.95,2.35,4.1,3.75
1442,63da08b723fbd9a14055ed70a582f7e0,21.0,0.0,4.3,4.7,4.2,4.45,1.4
1443,3e21dea8d7aa11122393ea3fc44d4aee,23.0,1.0,4.3,3.7,3.15,4.1,3.35
1444,0ab5e0ac5f4e0528041481299ed280d9,19.0,1.0,4.7,3.3,3.6,3.6,1.8
1445,06c5ddec3b1e43f8248a759e00b64bd2,28.0,1.0,3.5,3.3,4.6,3.0,2.7
1446,00a5e744c43ca46e12d450ec026ff4af,22.0,0.0,4.0,2.33,2.0,3.5,2.67
1447,80a3d301a8fc447c696857ff1f0f5a98,92.0,1.0,2.15,3.95,2.2,2.35,4.0
1448,0a631c7a82168643a05d03e8d2d795d6,33.0,0.0,4.0,3.25,3.0,3.25,3.25
1449,87a21ac9512e0ffc8e49cecb4a152a20,30.0,1.0,4.5,4.44,3.5,2.44,2.72
1450,27b450eb756c76f6fa94cbead76c7b0f,22.0,1.0,3.0,2.25,4.75,3.25,3.25
1451,d4dd17cecdb7bcaf8777d167c50376ae,23.0,1.0,4.65,3.95,3.6,3.3,1.85
1452,461002c0b1233e4204aa0f256de2e02b,22.0,0.0,3.6,3.1,2.5,3.7,3.35
1453,bf885276a442e335e6958f46b37c83f0,26.0,1.0,3.75,2.95,3.9,3.5,3.15
1454,15fdff7fc28c234f57a0fe56e832ddb2,25.0,1.0,4.42,3.08,3.83,3.5,3.58
1455,0fb21345bc50300a2536053d2eeb3b19,29.0,1.0,4.75,2.5,3.75,3.5,2.5
1456,efc71c975bd0332887ed51098b75a710,34.0,1.0,4.55,4.3,3.4,4.15,2.5
1457,af621f7ce6a3802edd68ac33ac35a2d9,22.0,0.0,4.4,3.75,3.79,4.5,2.15
1458,2ad682d11e5b3ec20efacce90df31ab5,22.0,0.0,3.75,3.5,4.0,4.0,2.25
1459,f5af18083c2bbf6ad96389de2824c373,26.0,1.0,4.4,3.4,3.5,3.0,2.95
1460,b0ffb9a5318edaf863b309bf00c2874b,20.0,1.0,3.75,4.1,2.3,4.35,3.35
1461,1cc18437eb02dd90a605aa25528ec869,23.0,1.0,2.5,3.5,4.5,3.75,4.0
1462,93b2c6cec3448ec7598da3d235d68a6c,48.0,0.0,3.6,5.0,4.3,3.85,2.1
1463,040dc8344c45da14f0854fcb7d390823,23.0,0.0,5.0,2.5,3.0,1.0,3.0
1464,1714f65f0e3cae8948b845530c0d2a16,22.0,0.0,4.75,3.25,4.0,4.75,1.75
1465,06b6aceb3ff96b49be6fea35287bbc27,22.0,1.0,4.0,4.0,3.5,5.0,3.25
1466,0aaa80b0b20a97dbdf082b9524dbc0a3,38.0,1.0,3.08,3.75,2.92,3.92,2.0
1467,16617d65241187866bc3d77512356264,21.0,0.0,4.75,3.0,4.5,3.5,2.25
1468,30216ea23b86e1838857b84803e077d3,23.0,0.0,4.35,3.25,4.05,2.95,3.15
1469,0da7b1011ddc89416d6ac7ebbd4786be,25.0,0.0,3.8,3.1,2.6,3.0,3.0
1470,1529e38be5b7c8f12d681b4a16381337,27.0,1.0,4.5,3.25,3.5,4.0,3.75
1471,19683c911dc344a74d60b63e0f37b07b,36.0,0.0,4.5,2.56,2.0,4.69,3.0
1472,2080fe3a58a912159aa859a26fa1834d,21.0,0.0,4.7,2.45,2.9,3.3,3.2
1473,11829b26dd8de0356375bf22e70a2335,19.0,1.0,4.75,2.25,3.25,4.75,1.75
1474,f38b7a04003e958d316d3de1043a41e1,21.0,1.0,4.3,4.1,2.65,4.0,2.75
1475,a2db13a1e8809590e290f816a6566ca2,41.0,1.0,2.9,3.65,3.4,4.15,1.4
1476,08dff723d5e0a2e80e2d5917a0f70c82,23.0,0.0,2.9,3.7,2.5,3.3,2.05
1477,c8c7f1ea3a16f93caf9f63a787a11a15,20.0,1.0,4.45,3.85,3.0,4.0,3.1
1478,2f174de1c344db1d344915ca5a0ccb8f,20.0,1.0,3.85,3.2,3.68,4.0,2.8
1479,17f0dd3773ce17846b0c49c39f847c0b,21.0,0.0,4.25,4.0,3.0,3.75,2.5
1480,b124fcf2aff245c7bed389e6f190e091,40.0,0.0,4.05,3.35,3.3,4.55,1.8
1481,0e00e8551f1731a792c9461c7f3d4385,20.0,1.0,4.35,4.85,3.5,4.05,1.55
1482,2c6a712ce7f851f89f287953252cc7d2,20.0,0.0,3.95,3.25,2.8,3.85,2.7
1483,1073f6adbd39f06c995cef7442250043,74.0,0.0,3.5,5.0,3.75,4.25,2.25
1484,027473f4837eb3581f4c4d61ddedfd56,29.0,1.0,4.0,3.5,3.0,3.0,2.75
1485,28d6a4f0090c03551019d6867912ce59,24.0,1.0,3.25,3.5,3.75,4.0,2.25
1486,3c4d8119ab7265d04a94662da104c14b,36.0,1.0,3.9,3.55,3.85,3.7,1.95
1487,f5997c6ee924d9e1fd10f681afb3e40e,23.0,1.0,4.55,4.8,4.75,2.95,1.95
1488,8b92241418528644297c049a990a600c,19.0,1.0,3.9,3.9,3.0,4.1,1.65
1489,a66eebdaa5a9b82d639e42b6ff638f43,42.0,1.0,4.05,4.1,4.4,4.05,2.5
1490,b3bdf18328d5c19d223fda8f120977e9,22.0,0.0,4.35,3.0,2.55,3.3,2.45
1491,a9a17eb1eedfbcbda5ad3a838d4ad8d3,45.0,1.0,3.9,4.74,4.5,4.75,2.3
1492,84c61e491f5f5df00dfa32e991ff19dc,24.0,0.0,3.75,2.5,2.3,3.75,2.1
1493,11c50e34796ebceb0b0cf9f335afe89e,21.0,1.0,5.0,3.75,4.0,3.25,2.75
1494,f04200ed74508939cf2944ea81eec973,28.0,0.0,4.4,2.5,3.25,3.6,2.9
1495,d31f331cd00d5142c7adecc245605fb5,22.0,0.0,4.8,3.65,3.7,3.85,2.58
1496,febf52f904faf959df4421ba4859e649,24.0,1.0,3.75,3.15,4.0,3.37,3.65
1497,0a4038d28f084e04689cd5399b802110,20.0,1.0,4.0,3.5,2.75,4.0,2.75
1498,83ef9a2adec60123c55287d5f204c06e,20.0,1.0,3.05,3.0,4.05,4.9,1.3
1499,e8b2757fb549ce3b396f29b16e79ac8a,20.0,0.0,4.0,3.95,2.7,3.53,2.0
1500,184978ed28a46e4ab5f3169b5a372794,31.0,1.0,3.5,3.75,3.5,4.25,2.5
1501,1a8dd1e5f35d2e8c1c62988b22e85693,25.0,1.0,3.75,3.0,3.0,2.0,3.5
1502,11d48665b8fa4d6e54ae4580db3ef154,17.0,0.0,3.6,3.1,2.55,2.4,2.85
1503,299e80103c1548d2a03c31ca3838dcd7,22.0,1.0,3.5,4.25,3.75,5.0,1.5
1504,475df218568fd0334b45c475bba324fb,32.0,1.0,4.25,3.9,1.85,3.85,4.15
1505,f4c04e021fce373762dffb7b6a1ac738,22.0,1.0,4.15,3.7,4.05,3.25,3.0
1506,18020bc8cf406204eb87a22b49bd492c,21.0,1.0,4.0,3.33,3.67,4.17,1.33
1507,000c4b6e2468f7d528876fd1a6dffd4c,27.0,0.0,4.1,2.85,2.15,3.2,3.65
1508,3ac312accd7a0989097e4d9e4749b851,33.0,0.0,3.9,2.6,3.95,3.55,3.4
1509,17e5c9d9aa7737f21bfb57fed22ac255,20.0,0.0,3.75,3.25,4.5,3.0,1.75
1510,468c117acf5a9caefd0f1cd8543b2c11,21.0,0.0,3.84,3.7,4.65,4.1,2.05
1511,dbf9e26c0d42b29a1f61a1c99054e755,22.0,0.0,3.85,4.0,2.9,3.6,2.45
1512,e80bd04bf9e561432d213aee6d834729,30.0,1.0,4.55,3.75,4.5,4.1,1.75
1513,1270735241838c02abb2919dd6c61417,22.0,0.0,3.5,3.5,3.25,2.5,3.0
1514,79c026917b4eba6ed9103e668425940f,28.0,0.0,3.79,4.35,4.25,4.05,1.95
1515,970ecbf102f940534f2cdae203b8f3e7,24.0,0.0,4.35,4.1,4.5,3.65,2.11
1516,10770bffe400bd20e4a690242c624e9d,22.0,1.0,3.45,2.95,2.85,2.65,2.1
1517,11c39c0ca0e2cebfd671707a5ca822dc,22.0,1.0,3.75,3.55,3.7,3.25,2.95
1518,0464e45950c6e27b5fd2a7a0ef935a84,20.0,0.0,3.5,4.75,4.75,4.25,2.5
1519,c39fa2c0278686b92c865d1017122d3e,50.0,1.0,4.4,3.4,2.4,4.05,2.95
1520,fd035ef10ae5683dd6e07cacf51015aa,23.0,1.0,4.5,3.45,2.6,3.25,2.85
1521,fddeb84d4e055ecc48bf577736eb2e0c,24.0,0.0,3.85,3.2,4.6,3.25,2.8
1522,055239ef50af922b1887b308edd92dca,27.0,0.0,3.9,3.6,4.2,3.0,2.5
1523,8289476661a9b44bce2a31774db49f7e,20.0,0.0,3.5,4.35,2.9,3.5,2.0
1524,8e9edcfe1cf5a4c4c2de176a2a37a8c2,31.0,0.0,4.8,4.25,4.85,4.15,1.2
1525,49c6a5b2b1b609ccef75dc10d6200625,33.0,0.0,4.16,3.84,2.6,3.35,3.95
1526,12e981a76f2660fa730f6dd417339650,36.0,0.0,3.75,5.0,2.75,4.5,2.0
1527,08bd1505e2bfe889f93049b3d913af8e,24.0,0.0,4.5,2.5,2.0,3.75,2.25
1528,3ed59b6ebbe551a05ab921e870846117,24.0,1.0,4.8,4.1,4.75,4.15,1.95
1529,dd4fb7c7afc0ece40f739797b2e0adc6,43.0,1.0,2.45,3.8,2.0,3.35,4.16
1530,17582314d533f11d1c8f33da0737aaa3,27.0,1.0,3.85,3.35,2.0,3.4,2.63
1531,114995422ac971a85ed8c67c974f9815,21.0,1.0,3.38,2.88,2.13,3.63,3.13
1532,46ab970205f0de6229eefce247d2f8a7,17.0,1.0,4.4,3.95,2.45,2.75,3.75
1533,baff5785b45218e87bf17e4c3730fc66,35.0,1.0,3.7,2.3,3.3,4.1,2.3
1534,088902b4968764f74343f9539499b704,96.0,1.0,4.0,2.5,3.25,4.25,3.75
1535,0b8c814e2e1eabfb33b96f23c4eb1227,20.0,0.0,3.5,3.0,3.5,3.5,3.25
1536,5d01337d7108321b9c77bc4ed074f120,22.0,0.0,2.6,3.55,4.05,3.95,1.5
1537,10ffe7f148e0ed9dec6cc5267c181bfd,20.0,1.0,4.25,3.25,4.25,4.25,2.25
1538,b9d567d93a4c41faf887559e5e0db279,23.0,0.0,4.65,3.6,3.1,3.9,3.95
1539,286625d2a014e17fe152b0baffceb389,32.0,1.0,4.5,4.0,3.75,5.0,3.5
1540,1233f942f5ca4ed19dc532ac1cbacef9,21.0,1.0,4.05,3.5,3.05,4.15,3.05
1541,7dd67e3d04df600df08095367221ff05,23.0,0.0,3.55,2.85,3.1,3.55,2.6
1542,f578ed67bf59cc6b8f1f70a3dd15154e,18.0,1.0,2.85,2.25,2.7,3.45,3.7
1543,87f6ebdce1b7adb82a70673bce879a49,23.0,1.0,4.25,3.6,2.75,3.55,2.25
1544,a71165384c1ab5a03c6282ba17f5d8c3,22.0,1.0,4.35,3.0,2.5,3.45,5.0
1545,056c71b16f3972cc14cd3055ae2eed30,24.0,1.0,4.13,4.0,4.13,4.13,1.88
1546,20850a92db227540a420cc76a84dce95,20.0,1.0,2.75,2.75,2.75,4.33,2.5
1547,206f381fbb1ad27e039e18fdac6a806d,24.0,1.0,3.5,2.88,2.63,3.63,3.88
1548,00538b480bf5c5965f8cade49650a0cf,19.0,1.0,4.75,2.5,4.25,4.75,2.5
1549,dbf5eb2ede73a6742d84b3d7d3221aab,23.0,1.0,3.85,3.85,3.8,3.5,2.55
1550,9af3af59b11ae2202bbb5538280f863c,23.0,0.0,3.95,4.11,3.35,3.58,2.0
1551,1b2cb07f2b29e402309c17d2e3700bf0,22.0,1.0,5.0,4.75,4.75,3.5,2.5
1552,14c4240b9c957ee54ab1496ce44be907,21.0,1.0,5.0,2.75,3.75,3.0,5.0
1553,a16df4f3132e31d347bb78d47b57a2e7,27.0,0.0,3.05,2.85,3.75,4.11,2.15
1554,2b264332587da792ba25bfe1bb749926,20.0,1.0,4.35,2.55,2.95,3.32,3.55
1555,7dfc1731807cb65b20eced7a8a026bdb,41.0,0.0,4.2,2.15,2.7,3.1,4.15
1556,54118457ae7c11447d1e37e659c34c5d,21.0,1.0,4.15,2.2,2.25,3.3,3.3
1557,319d27877f42c0e68e2dac5c43a575cf,24.0,1.0,3.75,3.9,2.2,3.05,4.45
1558,226bae7cc1f7126dd175618a777a36e3,24.0,1.0,4.5,4.25,3.75,3.25,3.25
1559,34a1291e9621739a58c6630334bd62f7,22.0,0.0,3.25,3.7,4.45,4.2,1.55
1560,c322f401a79b7b39e8590689130e73c2,25.0,0.0,3.35,3.75,1.9,3.0,2.95
1561,c75162509cbc36b12a9c445b8548f859,51.0,1.0,3.7,4.75,3.55,4.05,2.0
1562,050564e6eba102c891d68d4757a4540d,20.0,1.0,3.5,2.75,4.75,2.75,3.0
1563,bff7fc0394e91904d8b2d96cd2f5747d,22.0,1.0,4.1,3.75,2.15,3.75,3.6
1564,2403693a22b87290bad1a5bcb43ad406,39.0,0.0,4.0,3.75,4.0,4.5,1.5
1565,06054ed3971dcce97c52ada630fc6ccb,32.0,1.0,2.67,3.0,3.5,3.75,3.25
1566,8508ded7468dcfee0eaf560530792f8f,109.0,1.0,3.8,3.4,2.45,3.35,2.9
1567,5596cdab1c5e849f7d51533d04518410,55.0,1.0,4.5,4.25,4.1,4.15,2.15
1568,7da73f3744aac06ea9a200c1b6249eb3,21.0,1.0,4.1,2.6,3.75,3.25,2.45
1569,704681a961260d22b02557c7fc0f6e76,43.0,1.0,4.0,3.35,3.8,4.0,3.2
1570,1fc4363137d076113c022c3169fcd57c,41.0,1.0,2.0,2.0,4.75,4.5,2.75
1571,294fc5a9639e89a99394c7628cfe4d16,22.0,0.0,4.5,3.25,3.75,3.5,1.75
1572,29c25984c01f06f9c5a070a672f835f2,23.0,1.0,3.55,3.42,3.65,3.75,3.68
1573,f858f2b581648b94b3161d381972d9b3,32.0,0.0,4.4,4.05,4.0,4.25,1.95
1574,49ae7209af2ea8ac7d6a0de8cbc730a8,23.0,0.0,4.0,4.15,1.8,2.75,3.75
1575,2507a3fd2e867130cec787f2c3a0c182,23.0,0.0,4.75,2.75,4.25,3.5,4.5
1576,83aa629e2a7c7617f66a370c2061bbc6,17.0,0.0,4.9,3.1,5.0,3.7,3.05
1577,f9b215cb74e5e79486676ae88404abc5,24.0,0.0,3.35,4.3,2.3,2.3,2.95
1578,98500a6228747f60e2230f46d7d61c12,25.0,1.0,3.0,2.4,1.65,3.05,4.45
1579,3823fbe631b512bd5eacec41ee353820,35.0,0.0,2.75,3.55,3.05,2.65,1.58
1580,23216a9db05e58fca7e74f45264bb9d4,23.0,0.0,2.9,3.4,3.9,4.2,2.3
1581,db024dc1496503e3f7590636c9780b0f,29.0,0.0,3.45,3.55,3.7,3.0,2.85
1582,d5b28c5d986f14f04b89aa2628e5fb44,38.0,1.0,4.45,3.45,4.3,3.7,1.95
1583,ccae60d9946331cd0a3327b865991d3d,19.0,1.0,3.9,3.55,3.2,3.1,3.55
1584,1cdb9bfa50bfe8d2b9463c5974af3d21,26.0,0.0,3.35,4.05,3.85,3.65,2.15
1585,1fa25c6f98391c94f7cfa7303693aed7,28.0,1.0,5.0,3.0,3.5,3.5,3.0
1586,7b69cd778fccd8058c15fc058ac880ac,24.0,0.0,4.35,4.45,3.65,3.6,2.4
1587,f30c4a1e456c013b53e2e9277427e2b0,26.0,1.0,4.4,1.9,1.05,3.6,4.55
1588,775e39a623d94593a7b29eee4c2e050b,21.0,0.0,4.45,3.9,3.75,3.15,2.7
1589,080a5a02b19a30c0d2ceb45f62610249,22.0,1.0,4.21,4.79,4.43,4.64,1.36
1590,85340ce580bba54af6b4361df323c497,29.0,0.0,3.05,4.05,3.95,3.25,2.1
1591,e131d33a9669d6e924cecc1305df5818,28.0,1.0,4.3,2.2,2.1,2.84,4.6
1592,0ba8eb12553082a7b501ee30d8ceb9ce,26.0,0.0,2.0,4.0,3.25,4.0,3.25
1593,a9ecefe673da6571adef7f83872adbdc,25.0,0.0,4.2,2.3,4.15,2.55,3.2
1594,715776bdb2d75cb2ec368263600fe902,24.0,1.0,4.35,3.35,4.05,3.95,2.15
1595,6d6ddf3eb68c1d313d1754b3b980754d,21.0,0.0,4.65,2.8,3.6,3.0,3.05
1596,47a27b5b3fecf1e5bc7f44df8e18cf87,19.0,1.0,4.3,2.8,2.89,3.63,3.6
1597,518f731925de4b08501b93833b127e6c,25.0,1.0,3.55,3.7,2.35,3.75,2.4
1598,8114780d7a198e74cccd0ce86992426e,43.0,0.0,4.5,4.44,4.75,4.35,1.95
1599,25b6524bce2ed8bd5255a8f22b056d68,22.0,0.0,2.85,3.65,2.15,4.21,2.84
1600,a02f615530c7fec8584067f0a7fa9307,17.0,0.0,4.25,3.0,3.3,3.35,2.3
1601,07fc490ead0d879e980b3b3e4547b95f,46.0,0.0,2.0,3.25,3.5,4.0,2.25
1602,51aaa754c783a9f690cd8a12cde682d9,22.0,0.0,4.3,2.65,2.8,2.75,4.65
1603,de1a29837de85afdd610943e7f6666e1,37.0,1.0,2.8,3.15,2.6,4.2,2.05
1604,193e67357d4f30409b863cb666a2c5c4,57.0,1.0,4.5,3.0,2.5,3.25,2.0
1605,4b709fe6274aae5cc99997f5994fbc0c,21.0,1.0,3.85,3.15,3.5,3.65,2.9
1606,e50f5272357a1dee28773a579e517fc1,23.0,0.0,4.55,3.55,4.4,4.15,2.4
1607,844725fc3d4554d6e78802037fc566c3,40.0,0.0,4.95,4.7,4.11,3.16,2.9
1608,18fad1a2ad29ca29307c4264f9aaa31f,20.0,0.0,4.55,4.55,3.55,2.15,3.4
1609,8e237d5ec009cfdc09b0592dfe926ed0,19.0,1.0,3.7,4.55,3.2,3.2,2.75
1610,04a184777872edba84e2ba99dc6a7115,23.0,1.0,4.0,3.0,4.75,3.25,1.5
1611,4b4cad4c74054fdae98b8c51b1250184,19.0,0.0,3.47,2.6,4.05,3.25,2.35
1612,013d1185e1d9627674dbf8bae15c03a2,21.0,1.0,3.25,2.5,3.0,4.0,2.25
1613,13d301ba436a5ec9085c1d180ee9297d,28.0,1.0,4.25,4.0,2.25,4.5,2.0
1614,14cb311ae77857e440809d0506fccb90,26.0,0.0,4.5,4.25,3.25,3.25,3.25
1615,575fd38def52bc0258b127fe7929b1f1,29.0,1.0,3.65,3.95,4.55,4.0,2.7
1616,2ab5e89cf4e725d873b5bb4e3f3e79cc,22.0,1.0,3.25,3.25,2.5,2.75,4.0
1617,f791c25e2e2be070952fe2ab8e7cae76,19.0,1.0,4.45,4.65,4.35,4.45,1.35
1618,75aa2356aee883aa5f4069eb0cd05b7e,24.0,1.0,3.7,2.95,2.6,3.5,3.45
1619,85fb5f11fcf206b6acd65fe2a60c13c8,27.0,1.0,2.85,3.45,2.7,3.05,4.45
1620,17ff003c9e3e5c57d188dc3d90fdcf44,24.0,1.0,4.3,3.6,3.95,3.4,2.3
1621,db099072f563c4bac9cf6d08483e4002,21.0,1.0,4.15,3.0,3.6,3.95,2.45
1622,0b73959675470aa1f954afa39b4a2eb7,23.0,0.0,4.75,3.75,4.5,4.75,2.5
1623,eb4da7e3bc9756b20d0b1d7d420df3f2,21.0,0.0,3.6,3.05,3.1,3.65,2.3
1624,252414cdb7bd952aefe74519dd048b45,48.0,0.0,3.75,4.25,3.75,4.0,2.0
1625,1115342eb19542445d952f38c64a76c6,19.0,0.0,4.6,3.9,5.0,4.3,2.1
1626,49d5ae345cf7f6109b46732d428ac07b,21.0,0.0,5.0,2.85,3.75,3.3,3.75
1627,e7e2abd2a8baf3c5d35c4f573fa084a4,35.0,0.0,4.55,4.4,3.55,4.25,3.0
1628,1a0ae82ecb8a6d5dbe04eaca9bd6ef2b,42.0,1.0,3.75,3.25,4.75,3.75,1.75
1629,fbfc29653610ecce9c242a4bde939769,41.0,0.0,4.3,2.9,3.2,3.35,2.4
1630,4427c808d1f89187cce008e70de94cd2,29.0,0.0,3.75,4.05,2.9,2.8,1.8
1631,d25a7fd7cfd02afac9957b7335c7e86f,50.0,0.0,4.05,3.63,3.65,3.65,2.35
1632,11b9d88ec0c6411bf49c63202b0388d2,48.0,1.0,3.7,4.05,4.1,3.55,1.4
1633,1931530c6477b5ba533fcb4cfc0c142e,23.0,1.0,4.5,4.5,3.75,3.0,3.25
1634,1bd102f6e1590f42db8e7cd12a85c877,52.0,1.0,3.5,4.5,4.0,4.75,1.5
1635,083f2adb9bd93e325dce09dd3142f62d,18.0,0.0,3.25,1.75,4.0,3.75,2.5
1636,03c14861708cce7d6f8f21798e0f7690,42.0,0.0,3.25,3.5,4.5,2.5,2.25
1637,36b12bd920d1f20b7d6cbe59342ce700,18.0,0.0,4.2,2.35,2.65,4.1,2.35
1638,5f0f78253a8299f5e586dd445d2a094a,23.0,1.0,4.0,2.45,4.4,4.15,1.5
1639,0bb4d63b56fafaf4b8362de7e851d515,22.0,1.0,3.95,2.65,2.35,2.75,4.05
1640,c490980e5ecfcd6bb49d2bbfee0f87aa,46.0,1.0,3.9,4.15,4.32,4.2,2.4
1641,00318d5dcc34668f68fba3af27e95c4d,21.0,1.0,4.25,2.75,2.5,4.25,2.75
1642,ba675343ce210e4f00cdcd6981be70c4,21.0,0.0,3.9,4.1,3.85,3.75,2.1
1643,574683dd5a65a746c7bdb9fe766f3208,20.0,1.0,4.32,2.9,4.79,3.8,2.35
1644,049718e3b81fc5856ab59e79f8810fa7,31.0,1.0,4.0,4.0,4.83,3.6,2.17
1645,48ec4381852aa7399ceee39bf1034284,21.0,0.0,4.3,3.75,4.2,3.8,2.0
1646,569173d76cfaeea2fe227aa694015f33,30.0,1.0,4.85,2.15,3.6,3.6,3.1
1647,cc321cd78d66b10be672e51ae4715cb0,31.0,0.0,3.26,2.67,2.63,3.32,2.68
1648,a310a79f301705f9e849f609836a5247,21.0,1.0,3.2,3.45,2.3,4.0,3.2
1649,e16d5544cac156329e707a779d046336,33.0,1.0,3.75,4.25,4.6,4.15,1.85
1650,b48211cb6afdb40bb3da4a71f7f8f0f0,23.0,1.0,4.8,3.9,2.35,3.2,3.35
1651,9b3f3d7f7cd9370c0d1c3ceea4f4a1bb,30.0,1.0,4.45,4.8,4.15,4.8,1.65
1652,da1cb170e40c56790966852bee240069,22.0,0.0,3.75,3.5,3.85,3.15,2.84
1653,9249982f15d07b75f8385b6a6da3d50f,24.0,1.0,4.0,4.55,3.5,3.7,3.35
1654,0a9b63a0708701cf35eaf8484ddc96a0,22.0,1.0,5.0,1.75,3.5,3.25,5.0
1655,ebb638133629953d186b698b09fa47d4,27.0,1.0,4.65,4.55,2.85,3.65,2.0
1656,b9d61c0e035603d463b036f4d414d162,32.0,1.0,4.8,3.75,4.15,3.35,2.45
1657,00b8147d1990f842b39d96bbef56abe5,24.0,0.0,3.5,3.25,3.25,4.0,1.75
1658,21fae8f7112e11cc4886bafed9f8c518,33.0,1.0,4.0,3.5,5.0,3.33,1.67
1659,2318778a43175d5f81c3cca2514273db,21.0,0.0,2.75,4.25,4.5,2.75,2.33
1660,b98e7448057e07f620098f514e58f19c,23.0,1.0,4.0,2.95,2.6,3.3,3.6
1661,1c747e832edb00247a21787b13804e69,44.0,1.0,3.5,2.5,4.5,4.5,3.0
1662,ed10bd16ed91aa61812a11753ae2670e,20.0,1.0,3.95,3.26,3.9,3.5,3.3
1663,7a9d897c29b40862c49201ef666c2938,28.0,0.0,4.1,3.65,4.2,4.35,1.8
1664,66b30265f7dfd5506b03d95a3388da11,43.0,0.0,4.25,3.3,3.25,3.7,1.85
1665,3baa1aa1517905fe38b7cc6e02f643f1,44.0,0.0,4.2,3.85,3.75,4.3,2.35
1666,777f2d06a503ee722b822c84bb77c619,21.0,1.0,3.85,4.5,3.05,2.9,3.3
1667,a1efab257492ff8108db9d13d532b861,19.0,1.0,3.95,2.65,4.7,4.05,1.7
1668,fb8b75fc38746e04ec06e16c0fe75083,52.0,1.0,4.7,4.1,4.1,4.63,1.65
1669,7390a33bf65707c071fc7afbae5a64fd,21.0,0.0,3.65,3.16,3.0,1.95,2.65
1670,38809db781a5204f07f13d79474d7a40,23.0,0.0,3.1,3.7,2.95,3.25,3.0
1671,58908ab0a8a9a351fc130553fb9c7deb,20.0,0.0,3.45,4.25,4.1,3.45,2.45
1672,020d63d51ea2e7278010aee1be2d5d6b,23.0,0.0,3.25,4.25,3.75,3.5,2.25
1673,0258cec6ca265d79bfb6e45ff4dddead,17.0,1.0,4.25,4.25,4.0,2.75,2.5
1674,02a9dfbce554d0ab0e8bb41a91418b01,31.0,0.0,4.5,2.6,3.7,3.0,2.7
1675,1a8b524f94484c0f4adb27521b92319b,27.0,0.0,4.5,3.5,3.5,4.25,2.25
1676,e40299673ecdde6d1c1750de98c7ca8b,38.0,1.0,4.0,3.4,3.35,3.3,1.75
1677,4eff73531bd516fd20824f53056c61ab,20.0,1.0,4.45,2.85,2.55,2.75,4.21
1678,02aa66386b8e35e529e9f4b4fc56e806,52.0,1.0,3.5,2.75,3.25,2.75,2.5
1679,0507256b843e39b93886d6de3719d5d7,21.0,1.0,4.75,3.61,3.55,3.85,3.85
