userId,WC,WPS,Sixltr,Dic,Numerals,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
174b2ae2f7253fb87b48a932012b53bc,165,41.25,25.45,61.82,0,38.79,7.88,1.21,0,0.61,0,0.61,0,6.67,4.24,10.3,4.85,1.21,7.27,1.21,3.64,12.73,6.67,1.21,1.82,0,0,5.45,0,0,1.21,6.06,1.21,4.85,0.61,1.82,1.82,17.58,2.42,3.03,1.82,1.82,1.82,1.82,5.45,2.42,3.64,0.61,1.82,1.21,0.61,0.61,0,0,0,4.85,0,2.42,2.42,0,2.42,1.82,0,0,0.61,0.61,0,0.61,0.61,15.76,7.27,0,0,1.21,2.42,1.21,0,2.42,1.82,0.61,33.94
226bae7cc1f7126dd175618a777a36e3,186,12.4,15.05,60.75,1.08,34.41,11.29,9.14,1.08,0,0.54,7.53,0,2.15,4.84,13.98,5.38,1.08,8.6,3.23,1.61,7.53,2.69,0.54,2.15,0,1.08,15.59,0,0,1.08,7.53,5.91,1.61,0,1.08,0,4.84,0,0.54,1.08,1.08,2.15,0.54,0.54,1.08,0.54,0.54,0,0,3.23,1.61,0.54,0,1.08,8.06,1.61,2.15,3.76,0.54,1.61,0,1.08,0,0,0,1.08,0,0,29.03,10.75,0.54,1.08,0,7.53,0.54,0,1.61,0.54,2.69,54.84
0270fe9599519750154e011e871838c6,170,18.89,21.18,78.24,0.59,42.35,12.94,11.76,10.59,0,0.59,0.59,0,1.18,4.71,15.29,6.47,2.94,9.41,1.76,2.94,11.18,4.12,0.59,1.18,0.59,1.18,4.71,0,0,1.76,7.06,5.88,1.18,0,1.18,0,13.53,2.35,0,1.76,2.35,0,1.18,3.53,2.35,2.94,1.76,0,1.18,4.12,1.18,1.76,0.59,0.59,17.65,1.18,6.47,9.41,3.53,1.76,2.35,0.59,0,0,0,0,0,0,10.59,14.71,2.94,0,0,12.35,1.76,0,4.12,1.47,1.18,50
792c06175c17afe036eff316ce31ba55,160,16,22.5,76.25,0,43.75,8.75,6.88,3.75,1.88,1.25,0,0,1.88,2.5,12.5,5,1.88,9.38,1.25,8.75,12.5,6.25,1.25,3.75,0.62,1.25,5.62,0,0.62,0,10,5.62,3.75,0,2.5,1.25,18.12,0.62,0,0,1.25,1.25,0.62,11.25,2.5,1.88,0.62,0.62,0.62,5,2.5,0.62,1.25,0.62,16.88,3.12,5.62,8.12,0.62,0.62,1.88,0.62,0.62,0.62,0,0,0,0,13.12,16.88,4.38,0,0.62,0.62,0,0,7.5,2.19,0,47.5
2204d6edfacfbc133fc59058a0b6bacf,157,31.4,21.66,43.95,0,24.84,4.46,3.82,2.55,0,1.27,0,0,0.64,3.18,8.28,5.73,1.27,5.73,0,3.82,5.1,2.55,0,1.91,0,0,2.55,0,0,1.27,5.1,3.82,1.27,0,0,0,8.92,0.64,1.91,1.91,1.27,1.27,0,1.91,1.27,2.55,2.55,0,0,3.18,1.27,1.27,0.64,0,5.73,1.27,2.55,1.91,2.55,0,1.27,0,0,0.64,0,0.64,0,0,37.58,10.83,0,0,5.1,38.85,0,0,0,0,0.64,92.99
9443f7b5995563dfd3f7b527c77ec6c7,181,9.05,16.57,75.69,0,49.72,14.36,13.26,5.52,0,5.52,1.66,0.55,1.1,4.97,13.81,8.29,0.55,11.6,1.1,3.31,11.05,4.97,3.87,1.1,1.66,0,10.5,0.55,0,0,6.08,4.42,1.66,0,0.55,1.1,16.57,1.66,3.31,1.66,1.1,2.21,1.1,1.1,4.42,3.31,1.66,0,1.66,2.76,0.55,0,2.21,0,13.26,0.55,7.73,4.42,0.55,1.1,0,0,0,0,0,0.55,0,0,9.94,18.78,0.55,0,1.1,8.29,5.52,0,2.21,0.55,4.97,50.28
9228003e0e22bfa075a124370d8e17e9,184,61.33,17.39,83.15,0.54,55.43,14.13,10.33,7.07,0,1.63,1.63,0,3.8,5.98,16.85,9.78,1.09,13.04,1.63,7.61,20.11,3.8,1.09,1.09,0,0,7.61,1.09,0,0.54,7.07,4.89,2.17,0,0,0.54,12.5,1.09,1.09,1.63,2.72,0.54,1.09,4.89,1.63,1.63,1.09,0.54,0,1.63,0.54,1.09,0,0,14.13,3.26,7.07,4.35,0,0.54,1.63,0.54,0.54,0,0,0,0,0.54,21.74,10.33,1.09,0,2.72,0,0,0,3.26,1.36,0.54,42.39
415395889f8b129403ff5e02cb7eaeb9,172,13.23,15.12,82.56,1.16,51.16,9.3,7.56,4.07,1.16,1.74,0.58,0,1.74,6.4,12.21,8.72,1.16,8.14,1.74,3.49,13.95,6.98,2.33,2.33,1.74,1.16,5.81,0.58,0,1.16,2.91,1.74,1.16,0,0,1.16,15.12,0,1.16,0.58,1.16,2.33,0.58,7.56,1.16,2.33,1.74,0,0.58,1.16,1.16,0,0,0,22.09,2.91,4.65,13.95,4.65,1.74,2.33,1.74,0,1.16,0,0,0,0,22.09,6.98,2.33,0,0.58,9.88,0,0,2.33,1.74,1.16,48.84
a7a360572b312653e48c91538fa123c7,191,21.22,14.14,88.48,0,54.97,15.71,12.57,7.85,1.05,1.05,2.09,0.52,3.14,4.71,16.75,8.38,2.09,13.61,0.52,5.76,14.14,6.81,1.05,1.05,0.52,0.52,11.52,0.52,0,1.57,7.33,5.24,2.09,0,1.05,1.05,13.09,1.57,0.52,0.52,0.52,0,1.05,5.76,4.19,2.09,1.05,0,1.05,1.05,0,0.52,0.52,0,14.14,2.62,5.24,7.33,0.52,1.05,2.62,2.62,1.57,1.05,0,0.52,0,0,12.57,9.42,4.19,0.52,0.52,8.38,0,0,1.57,1.83,1.57,42.41
ac333f1f10512954a1ef18b91d12d13f,178,19.78,19.66,71.91,1.12,43.26,7.87,6.18,3.37,0.56,0.56,1.69,0,1.69,6.18,13.48,8.43,2.81,10.11,0,5.06,7.3,7.3,2.25,1.69,0.56,0,4.49,0,0,0.56,7.87,4.49,3.37,0,1.69,0.56,14.04,0.56,1.12,1.69,2.81,0.56,0.56,4.49,3.37,2.81,1.69,0,0.56,2.81,0.56,0,1.12,1.12,10.11,0.56,2.81,6.74,1.69,2.81,2.25,0.56,0,0,1.69,1.12,0,0,6.18,10.67,1.69,0.56,0.56,4.49,3.93,0,2.25,1.12,2.25,34.27
aeb5b80b23f16f766f8fed452f1cd2c7,162,27,30.25,51.23,1.23,31.48,6.17,3.7,0.62,0.62,1.23,1.23,0,2.47,4.94,7.41,6.17,1.23,4.94,0.62,0.62,8.64,2.47,1.23,3.09,0,0.62,4.32,0.62,0,0,4.94,1.85,3.09,0,1.85,0,10.49,2.47,1.85,1.23,1.23,0.62,0,3.09,1.23,1.23,0,0,1.23,1.23,1.23,0,0,0,10.49,1.85,3.7,5.56,0.62,0.62,0,0,0,0,0,0,0,0,8.02,11.73,2.47,0.62,2.47,4.94,6.17,0,4.32,0.93,3.09,42.59
af94ef13eddad925c51d0e59dbf21897,179,16.27,17.32,82.68,0,51.4,17.32,11.73,7.26,0,1.68,2.23,0.56,5.59,2.23,16.2,7.82,1.68,13.97,0.56,6.7,10.06,5.03,2.79,2.79,0,0,7.82,0,0.56,0.56,6.15,5.59,0.56,0.56,0,0,18.44,2.23,1.12,1.68,0,3.35,1.68,3.35,4.47,2.79,1.68,1.12,0,2.79,0.56,0.56,1.12,0.56,15.08,3.91,4.47,7.26,0,0.56,2.23,0.56,1.68,0,0,0,0,1.12,9.5,13.41,5.03,0,0.56,1.68,0.56,0.56,2.79,0.84,1.68,37.43
b947a92dc3b85a288d7c2c04701f597e,173,21.62,24.28,71.1,1.16,45.09,11.56,8.67,4.62,0.58,1.73,0.58,1.16,2.89,5.2,12.14,7.51,2.31,8.09,1.73,4.05,10.4,4.05,2.31,1.73,1.16,0,10.4,0.58,0,1.73,8.09,3.47,4.62,0,0,2.31,13.29,1.73,1.16,2.31,1.16,1.16,0,3.47,2.31,1.73,0,0.58,0,2.31,1.16,1.16,0,0,12.14,2.89,5.2,4.05,1.16,3.47,2.31,0,0,0,0,0,0.58,0,8.09,12.14,1.16,0,0.58,8.09,0,0,1.73,0.58,0,32.95
d001c627402ae4b0fb3025856dfc08e3,8,8,25,100,0,50,37.5,12.5,12.5,0,0,0,0,25,0,37.5,0,12.5,25,0,0,12.5,0,0,0,0,0,37.5,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5
dcd45aec8e8d9204c40c6081e6256a29,149,18.62,25.5,83.89,0.67,51.68,14.77,8.05,2.01,2.68,2.68,0,0.67,6.71,4.7,12.08,6.71,2.01,9.4,0.67,3.36,12.08,7.38,2.68,4.03,0.67,1.34,8.72,0,1.34,0,11.41,5.37,6.04,2.01,3.36,0,14.09,1.34,1.34,1.34,1.34,2.01,1.34,2.68,2.01,1.34,0,0.67,0,0.67,0,0,0,0.67,15.44,0.67,8.05,4.7,2.68,0,2.68,2.68,0,1.34,0,0,0,0,34.9,15.44,0.67,0,1.34,19.46,1.34,0,1.34,0,4.03,77.85
e8fc78922635ae5df1a939ddcbccb456,172,17.2,25.58,84.3,0.58,48.84,11.05,6.4,2.91,0,0,3.49,0,4.65,4.65,13.37,7.56,2.91,9.3,0.58,5.81,9.88,8.72,2.91,2.33,2.33,0.58,8.72,0.58,0.58,0.58,5.81,3.49,2.33,0,0.58,0.58,18.02,1.16,2.33,1.16,3.49,1.16,1.16,2.91,6.98,3.49,0.58,1.16,1.74,2.91,0.58,1.16,1.16,0,19.19,4.07,3.49,12.21,1.74,1.16,1.16,2.91,0.58,0.58,0,1.16,0,0.58,9.3,14.53,2.91,0,1.74,0.58,2.91,0,3.49,0.58,1.74,37.21
f068ac791bd7952e193e7e3728488de1,185,20.56,17.3,82.7,2.16,52.97,16.22,14.05,10.27,0,1.08,2.7,0,2.16,7.57,15.68,5.95,7.57,7.57,0.54,3.24,15.68,3.78,1.08,1.08,0,1.08,11.35,3.24,0,0.54,5.41,3.78,1.62,0,0.54,1.08,10.27,0,0,2.7,0,0,0.54,4.86,2.16,1.62,0.54,1.08,0,2.16,1.08,0.54,0.54,0,15.14,2.16,5.41,7.57,0.54,1.08,2.16,1.62,0,0.54,0.54,0,0,0,9.19,9.19,0.54,0,0.54,3.78,0,0,1.08,0.27,1.08,25.95
f243dcf894ac0a04c49cefbf1b7af640,47,11.75,34.04,8.51,0,4.26,2.13,2.13,0,0,2.13,0,0,0,0,2.13,0,0,2.13,0,0,0,0,0,2.13,0,0,2.13,0,0,0,2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,2.13,0,0,0,0,0,0,0,0,0,0,44.68,14.89,2.13,0,0,0,0,0,6.38,0,6.38,74.47
1fb6039e99654e862d92df9451bb734b,221,24.56,9.95,62.9,6.33,40.72,23.08,15.84,12.67,0,0,1.36,1.81,7.24,2.26,11.76,4.52,1.81,9.05,0.9,3.62,4.98,3.17,0.45,1.36,0.45,0,6.79,0.9,0,1.36,5.88,4.52,1.36,0.45,0.45,0.45,8.14,2.71,0.9,2.26,1.81,0.45,0.45,0,1.81,0.9,0,0.45,0.45,2.26,1.36,0,0.45,0.45,8.14,0.9,4.52,2.71,0.45,0.45,0.45,0,0.9,2.26,0.45,0,0.9,0,12.67,5.88,1.36,0,0,0.45,1.36,0,0.45,0,3.62,25.79
03be133b3627364e7fbd80ee67bcde89,178,14.83,17.98,84.27,1.12,47.19,16.85,10.67,4.49,1.12,2.25,2.81,0,6.18,6.18,13.48,6.74,3.93,8.99,0.56,5.06,7.87,4.49,1.12,2.81,1.12,0,11.24,0.56,0,0,10.67,6.18,4.49,0.56,1.69,0.56,12.36,2.81,1.69,1.12,1.69,0.56,0,2.81,1.69,5.06,2.25,0.56,1.12,6.18,1.69,2.25,1.12,1.12,8.43,1.69,2.25,3.93,1.12,0.56,1.69,0.56,0.56,0.56,0.56,0.56,0,0.56,10.11,12.92,1.12,0,1.12,2.25,3.37,0,4.49,0,1.12,34.83
3d991240142ff6a021154b984babc421,169,10.56,22.49,74.56,0.59,42.01,11.83,6.51,3.55,1.18,1.78,0,0,5.33,5.92,20.12,12.43,2.37,13.61,2.37,0.59,8.28,1.78,2.96,3.55,0,0,5.33,0.59,0,0.59,7.69,3.55,4.14,0,1.18,1.78,14.2,1.78,2.37,2.37,1.18,1.18,2.37,2.37,1.78,2.96,1.78,0.59,0.59,1.18,0,0.59,0,0.59,8.28,3.55,1.78,2.96,2.37,1.78,0.59,0,1.18,1.18,0,0,0,0.59,22.49,14.79,0.59,0.59,0.59,7.69,0,0.59,4.73,0.89,5.92,59.76
4d4ef7535b719fff017318d8137c52a5,221,110.5,6.79,81.45,0.45,52.49,18.1,14.03,12.22,0.9,0,0.45,0.45,4.07,0.9,20.36,11.76,2.26,13.57,2.26,5.43,5.43,10.41,3.62,2.26,0.45,0,10.41,2.26,0.9,0.45,8.6,5.88,2.71,0.45,0.45,1.36,19.91,1.36,0.9,2.71,1.81,2.26,0.9,4.07,6.79,3.62,1.36,2.26,0,1.81,0,1.36,0.45,0,7.24,1.36,2.26,4.52,1.81,2.26,0.45,0.9,0,0,0.45,0.9,0.45,0,0.9,1.81,0.9,0,0,6.79,0.9,0,0.9,0.9,1.81,15.38
6c94589327c5c2faeb575b891c71ba30,157,6.28,22.29,56.05,1.91,30.57,8.92,4.46,0.64,3.82,0,0,0,4.46,2.55,8.92,3.82,1.91,6.37,0.64,1.27,10.19,3.18,0.64,1.27,0.64,0,7.01,0,0,0.64,4.46,2.55,1.91,0.64,0.64,0.64,8.92,1.27,0.64,0.64,0,1.27,0,4.46,0.64,1.91,1.91,0,0.64,2.55,1.27,0,0,1.27,12.1,2.55,2.55,7.01,1.91,1.27,1.91,0.64,0,0.64,0,1.27,0,0,41.4,12.1,0.64,0,3.18,15.29,5.1,0,1.27,0,1.27,77.71
6cacd78b6065f677ed99e97601b32bc4,186,186,11.83,84.41,0,45.7,9.68,5.38,4.84,0,0.54,0,0,4.3,6.99,13.44,7.53,1.08,11.83,0,2.69,10.75,4.84,1.08,3.76,0,0,5.91,0,1.61,1.08,8.6,5.91,2.69,0.54,0,1.61,15.05,1.61,1.08,1.61,3.23,1.61,1.61,4.3,1.61,3.76,2.15,0.54,0.54,5.91,2.15,2.69,0.54,0.54,15.59,2.15,5.38,8.06,1.61,0,0.54,0,1.08,0,0,0,0,0.54,19.35,9.14,0.54,0,4.84,6.45,0,0,0.54,0,2.15,43.01
12b97ac94f91bace1c8de6be215c079b,171,15.55,20.47,73.1,0.58,39.18,8.77,5.85,5.26,0,0,0.58,0,2.92,5.85,12.28,8.77,2.34,2.92,3.51,2.92,10.53,1.75,1.75,3.51,0,1.17,2.34,0,0,0,5.26,2.92,2.34,0,1.75,0,12.28,0.58,0,2.92,2.92,2.34,0,0.58,4.09,2.92,1.75,0.58,0.58,3.51,2.34,1.17,0.58,0,16.37,1.75,4.68,10.53,2.34,0.58,2.92,1.17,0,0.58,0,1.17,0,0,21.05,14.62,1.75,0,0.58,3.51,4.68,0,2.92,5.56,4.68,63.16
32de5414ed48661e8c8401ea1251c667,177,13.62,20.34,77.97,0.56,50.85,14.69,10.17,6.78,0,2.26,1.13,0,4.52,3.39,12.43,8.47,1.69,9.6,1.13,6.78,11.3,5.65,4.52,1.13,0,1.13,7.91,0,0,0.56,6.78,3.39,3.39,1.13,1.13,0,14.69,1.69,0.56,2.26,3.39,2.26,0.56,3.39,3.39,5.08,1.13,3.39,0.56,2.82,1.13,0,0.56,1.13,14.12,1.69,5.08,6.21,0.56,0,1.69,0,0,0.56,0.56,0,0,0,7.34,11.86,0,0,5.65,7.34,1.13,0,3.95,1.13,4.52,43.5
080e3f722e8ccbc9c423ca3dc183f649,145,5.18,24.83,59.31,0,32.41,11.03,6.9,2.76,0,3.45,0,0.69,4.14,4.83,7.59,4.83,0,7.59,0,3.45,5.52,0.69,1.38,2.07,0,0,6.9,0.69,0,0,8.28,7.59,0.69,0,0.69,0,5.52,0,0,0,0.69,0,0,2.76,2.07,3.45,2.07,0,0.69,2.76,0.69,0,1.38,0.69,10.34,0.69,2.76,7.59,0.69,0,1.38,0.69,1.38,0,0,2.76,0,0.69,43.45,21.38,8.28,0,0,11.72,0,0,1.38,4.48,1.38,96.55
88bc858c64dc48f9488918fafd933ae5,165,8.25,23.64,89.09,0,50.91,11.52,8.48,6.67,0.61,0.61,0.61,0,3.03,4.24,16.36,11.52,1.82,10.91,3.03,9.7,10.3,5.45,0,1.21,1.21,0,6.67,0.61,0.61,0.61,8.48,5.45,3.03,0.61,0.61,0.61,17.58,0.61,2.42,3.03,3.64,1.21,0.61,3.64,3.64,2.42,0.61,1.21,0.61,1.21,0,1.21,0,0,19.39,3.03,4.85,11.52,5.45,2.42,1.82,0.61,0,0.61,0,0,0.61,0,18.79,10.91,6.67,0.61,1.21,4.85,1.21,0,1.21,1.82,7.88,56.36
94fd1ac25661259713ac413661d626f7,142,17.75,24.65,70.42,2.11,40.14,7.75,5.63,1.41,0,0.7,0.7,2.82,2.11,7.04,4.23,1.41,0.7,3.52,0,2.82,16.9,6.34,0.7,1.41,0,0,11.27,1.41,0,0.7,2.82,2.82,0,0,0,0,11.27,1.41,2.82,0,1.41,0,0,5.63,0,0.7,0,0.7,0,2.11,1.41,0.7,0.7,0.7,19.72,0,9.15,10.56,2.11,1.41,2.11,0,0,2.82,0,0,0,0,16.9,9.86,2.11,0,0.7,0.7,1.41,0,4.93,0.7,16.2,53.52
111de8be3363cfad787a6cde45a039d1,193,193,16.58,84.97,1.55,47.15,11.92,9.84,3.63,0.52,2.59,0,3.11,2.07,7.25,16.06,4.15,1.04,14.51,0,3.11,15.03,5.18,0.52,2.07,0.52,0,11.92,0.52,0,0.52,3.11,3.11,0,0,0,0,14.51,3.63,1.04,1.55,0,2.07,1.04,4.15,0.52,4.15,1.04,2.59,0.52,1.55,0,0.52,1.04,0,18.65,3.63,3.11,11.92,2.07,0.52,3.63,1.04,1.04,0,0,1.04,0,0,1.55,12.44,0.52,0,0,0,0,0,0,0.26,0,15.03
117fd419749fc1b6d1fbfb642314094f,169,13,24.85,81.07,0,51.48,15.98,10.65,7.1,0,2.96,0.59,0,5.33,4.73,10.65,7.1,2.37,5.92,1.18,2.96,12.43,5.92,2.37,2.96,0.59,0,9.47,0,0,0,5.33,3.55,1.78,0,0,1.18,13.02,0.59,1.18,4.14,2.96,0.59,0.59,2.37,4.73,0,0,0,0,1.18,1.18,0,0,0,13.02,2.96,2.96,7.1,2.96,1.18,3.55,0,0.59,0.59,0,0,0,0,6.51,14.2,3.55,0,0,10.06,1.18,0,0.59,0.59,1.78,39.05
232ca859c0a9236f34430fa547781a20,188,94,15.43,87.23,0.53,56.91,9.57,7.45,5.85,0.53,1.06,0,0,2.13,6.38,15.96,9.57,2.13,10.11,1.6,5.85,17.55,6.38,1.6,4.26,0,0,3.72,0,0.53,0,6.38,4.26,2.13,0.53,1.06,0,20.74,2.13,2.13,2.13,3.72,2.66,1.06,5.85,2.66,1.6,0.53,0.53,0.53,1.06,0,0,0.53,0.53,19.68,1.06,8.51,10.64,1.06,0.53,1.06,1.6,0,1.06,0,0.53,0,0.53,6.38,4.79,0,0,0.53,1.6,3.19,0,1.6,0,0,18.09
416db2816ddb320b3bc4a1f4bf929666,171,14.25,17.54,87.13,0.58,52.63,11.7,8.19,1.75,0.58,5.85,0,0,3.51,5.26,15.79,9.94,3.51,8.19,1.17,4.68,10.53,6.43,4.68,2.34,1.17,0.58,10.53,0.58,0,1.17,7.02,4.68,2.34,0.58,0.58,0.58,15.79,2.34,0.58,1.75,1.75,0.58,0,5.26,5.26,2.92,1.75,1.17,0,1.75,1.17,0.58,0,0,15.2,1.17,7.02,6.43,1.17,1.75,2.92,0.58,0,0.58,0,0.58,0,0.58,21.05,9.94,2.34,0,0,10.53,0,0,2.92,1.75,1.17,51.46
484cb9ab6b075050e2ab79c89087046c,194,24.25,15.98,81.96,2.06,55.15,9.79,6.7,4.64,0.52,0,1.55,0,3.09,5.67,12.37,8.25,2.58,7.22,1.03,9.28,19.59,3.61,0,2.06,0.52,0.52,4.64,0.52,0,0.52,5.15,3.09,2.06,0.52,1.03,0,14.43,2.06,0.52,1.55,1.55,1.03,0,7.73,0.52,2.58,0,0.52,0.52,3.09,0.52,1.55,0,1.03,21.13,1.55,9.28,9.79,0.52,1.55,2.06,0.52,0,0.52,0,0,0.52,0,14.43,8.76,1.03,0,1.03,0,1.03,0,0.52,0.26,0,26.8
12442cc1c1bcdb964be8f06a3d05efa6,146,20.86,17.12,78.77,0.68,50.68,14.38,9.59,2.74,3.42,2.05,0.68,0.68,4.79,6.16,12.33,7.53,0.68,10.96,0.68,1.37,13.01,2.74,5.48,2.05,2.05,0,15.75,2.05,0.68,1.37,6.16,3.42,2.74,0,2.05,0,20.55,2.05,2.05,4.79,2.05,1.37,0.68,6.85,3.42,1.37,1.37,0,0,0.68,0.68,0,0,0,13.01,4.11,6.16,2.74,0.68,1.37,0.68,2.05,0.68,0,0,0,0,0,23.97,13.01,1.37,2.05,40.41,0,6.16,0.68,8.22,1.37,24.66,122.6
67034b94e56aa6eb50b53e3b75a77210,179,16.27,15.64,80.45,2.79,45.81,8.94,4.47,3.35,0,0.56,0,0.56,4.47,5.59,15.08,6.7,10.06,5.03,0,5.03,14.53,2.23,3.35,2.79,0.56,2.23,2.79,0,0,1.12,9.5,4.47,5.03,0.56,2.23,2.23,11.17,0.56,0,0.56,3.35,1.12,0,5.03,2.23,1.12,0.56,0,0.56,3.91,2.79,0.56,0.56,0,21.79,1.68,7.82,12.29,3.91,0.56,2.79,0.56,1.12,0,0,1.12,0,0,19.55,17.88,0,0,1.68,0.56,0,0,1.12,0,0,40.78
81348f6fc0f5542383c9eba081cb4ba4,153,12.75,21.57,75.16,0,45.75,9.15,7.19,4.58,0,0,1.96,0.65,1.96,7.84,8.5,5.23,1.31,5.23,0,2.61,14.38,6.54,0.65,1.31,0.65,0,4.58,0,0,1.31,4.58,3.92,0.65,0,0,0,11.76,0.65,0.65,1.96,2.61,1.31,0,3.92,1.96,3.92,1.96,1.31,0.65,4.58,2.61,1.31,0,0.65,18.3,1.96,3.92,11.76,0.65,1.96,1.96,0,1.31,0,0,0,0,0,73.2,13.07,2.61,1.31,1.96,9.8,1.31,0,1.31,1.63,3.92,111.76
944316f33fdc47ce2d7f86374165a4a0,176,8.38,20.45,81.25,1.7,55.11,13.64,9.09,6.25,0,2.84,0,0,4.55,5.68,17.05,13.64,1.7,12.5,2.27,6.25,10.8,3.98,3.98,1.7,0,0,7.39,0,0.57,1.7,8.52,5.11,3.41,1.14,0.57,0,17.61,3.41,1.14,2.27,3.41,2.27,0,3.98,1.7,1.14,0.57,0,0.57,1.14,0,0.57,0,0.57,13.07,1.14,5.11,7.39,1.7,1.7,1.14,0,0.57,0,0,1.14,0,0,15.91,9.66,0.57,0,1.14,1.7,1.14,0,3.41,0.28,0,33.52
6860322bdf65ced704747020b1efdf0e,191,17.36,11.52,84.29,0,53.4,18.85,17.28,7.33,0.52,8.38,1.05,0,1.57,3.66,17.8,12.04,2.09,12.04,1.57,4.71,10.47,6.28,2.62,1.57,0,0,13.09,0,0,1.05,7.85,6.28,1.05,0,0.52,0,15.18,1.57,1.05,3.14,1.05,1.05,0.52,6.28,1.57,6.28,3.14,1.57,1.57,3.14,1.57,0,1.57,0,15.71,1.05,7.33,6.28,0.52,0,0.52,0,0,0,1.05,0,0,0.52,10.47,9.95,2.62,1.57,0.52,4.71,4.19,0,10.99,1.83,0,48.69
9008355dbc1ae52ecc24b73ea1259b59,149,74.5,27.52,78.52,0.67,42.28,12.08,10.07,4.7,0,5.37,0,0,2.01,4.03,12.75,7.38,1.34,9.4,0,4.03,14.77,3.36,0,1.34,0,0,9.4,0,0,2.01,8.05,4.03,4.03,0,1.34,2.01,12.75,1.34,1.34,2.68,0.67,0,0,5.37,2.01,0.67,0,0,0,6.04,0.67,2.01,0,3.36,14.09,1.34,4.03,8.72,0,3.36,3.36,1.34,0,0,0,0,0,0,46.31,4.7,2.01,0,0.67,0.67,2.68,0,9.4,1.34,16.11,83.89
261687398db2f086d1edc8a2c58d47ee,199,18.09,6.53,79.4,2.01,49.25,11.56,8.04,7.54,0.5,0,0,0,3.52,3.52,17.09,9.55,3.52,9.55,1.51,8.04,8.04,6.03,1.51,3.02,1.01,2.01,2.01,0,0,0,7.04,3.02,4.02,0,2.51,0,17.09,0.5,1.01,3.52,2.01,1.01,0,4.52,4.02,0.5,0,0,0.5,4.02,2.51,1.01,0,0.5,15.08,4.02,2.01,8.04,0.5,2.01,0.5,0.5,1.51,1.51,0,1.51,0,0.5,3.02,5.53,0,0,1.01,20.1,2.01,0,0,0,0.5,31.16
a3fe6fe72a4d6daed53cde47f101dfcd,170,17,22.94,80,1.76,44.12,12.35,10,7.06,0,1.76,1.18,0,2.35,4.12,16.47,11.18,1.76,11.76,1.18,4.12,7.65,5.88,1.76,1.76,0,0,13.53,0,2.35,0.59,10,10,0,0,0,0,11.18,0.59,0.59,1.18,2.94,0.59,0.59,2.94,2.35,0.59,0.59,0,0,3.53,1.18,0.59,1.76,1.76,13.53,1.18,3.53,8.24,2.94,1.18,1.18,0,1.76,1.18,0,0.59,0,0,8.24,12.94,7.06,0,1.18,4.12,0.59,0,1.76,3.24,2.35,44.71
c4d639cc1a1f27501a5dd2a2074e2a52,172,24.57,21.51,84.88,1.16,61.63,19.19,14.53,10.47,0,4.07,0,0,4.65,3.49,16.28,12.21,0.58,13.95,1.16,5.23,9.3,5.23,3.49,2.33,2.91,0,8.14,0,0,0,5.23,2.33,2.91,0.58,1.16,0,17.44,2.33,2.33,1.16,5.23,2.33,1.16,1.74,5.81,0.58,0.58,0,0,0,0,0,0,0,12.21,0.58,4.07,6.98,2.33,0.58,0.58,0.58,0,1.74,0,0,0,0,12.21,14.53,0,0.58,0,8.14,1.16,0,0.58,1.16,0,39.53
c5559438959d08ace94e1e016a8d4a8a,153,12.75,33.33,76.47,1.96,41.18,7.84,5.88,5.88,0,0,0,0,1.96,5.23,8.5,4.58,0.65,7.19,0,4.58,12.42,5.23,2.61,1.96,0.65,1.31,2.61,0.65,0,0,9.8,5.88,3.27,0.65,1.96,0,8.5,1.96,1.31,0.65,1.96,0,0,1.96,1.31,2.61,0.65,0,1.31,5.88,1.31,3.92,0.65,0,21.57,3.27,8.5,10.46,3.27,0,3.92,0.65,0,0,0,1.31,0,0.65,6.54,19.61,0,0.65,0.65,4.58,0,0,3.27,2.61,15.03,55.56
edbcc7f49dd7ab5a5816d29fba85cfa5,166,166,25.9,76.51,0,48.19,13.25,10.24,4.82,0,3.61,0,1.81,3.01,11.45,12.65,7.23,1.2,8.43,2.41,2.41,11.45,1.2,1.2,1.81,0.6,0,6.63,0,0,0,4.22,0.6,3.61,0,1.81,0.6,10.24,1.2,2.41,0,3.01,0.6,0,3.01,0,1.81,0.6,0,1.2,3.01,1.81,0.6,0,0.6,13.25,4.22,5.42,3.61,1.2,1.2,1.81,1.2,1.2,0,0.6,0,0,0,0.6,17.47,0,0,0,0,0,0.6,2.41,0,1.81,22.89
